n_hidden_layers,units,regularization,dropout_rate,val_accuracy,val_top_2_accuracy,Val_History
1,256,l2,0.5,0.4334999918937683,0.6416000127792358,"{'accuracy': [0.3000999987125397, 0.37040001153945923, 0.39912500977516174, 0.40689998865127563, 0.4172999858856201, 0.416049987077713, 0.42080000042915344, 0.4239499866962433, 0.4289500117301941, 0.4262999892234802, 0.4281499981880188, 0.4281249940395355, 0.42822501063346863, 0.43130001425743103, 0.43114998936653137], 'loss': [3.310300827026367, 2.324085235595703, 2.009793519973755, 1.8869216442108154, 1.8294013738632202, 1.8131312131881714, 1.7978527545928955, 1.7930896282196045, 1.7832622528076172, 1.7858684062957764, 1.7771215438842773, 1.778734803199768, 1.7777408361434937, 1.770624041557312, 1.7736161947250366], 'top_2_accuracy': [0.48567500710487366, 0.5713499784469604, 0.6029000282287598, 0.6103000044822693, 0.6210500001907349, 0.6229749917984009, 0.6272249817848206, 0.6272249817848206, 0.6323500275611877, 0.6317999958992004, 0.633525013923645, 0.6342999935150146, 0.6341000199317932, 0.6386749744415283, 0.637274980545044], 'val_accuracy': [0.37700000405311584, 0.4309999942779541, 0.4359000027179718, 0.436599999666214, 0.445499986410141, 0.44999998807907104, 0.4426000118255615, 0.4406000077724457, 0.43869999051094055, 0.44999998807907104, 0.45500001311302185, 0.4625999927520752, 0.4629000127315521, 0.43689998984336853, 0.4334999918937683], 'val_loss': [2.589223861694336, 1.969050407409668, 1.8255109786987305, 1.7606974840164185, 1.7173748016357422, 1.7271490097045898, 1.7114697694778442, 1.7265089750289917, 1.7271455526351929, 1.6911052465438843, 1.6879605054855347, 1.682307243347168, 1.6719714403152466, 1.7312097549438477, 1.7804460525512695], 'val_top_2_accuracy': [0.5898000001907349, 0.6392999887466431, 0.6442999839782715, 0.642300009727478, 0.6633999943733215, 0.6510000228881836, 0.661300003528595, 0.652400016784668, 0.6434999704360962, 0.656000018119812, 0.6656000018119812, 0.6730999946594238, 0.6714000105857849, 0.6556000113487244, 0.6416000127792358]}"
2,64,,0.0,0.4837000072002411,0.6865000128746033,"{'accuracy': [0.36524999141693115, 0.4411500096321106, 0.475849986076355, 0.5016499757766724, 0.520675003528595, 0.5367249846458435, 0.5511249899864197, 0.5630249977111816, 0.5759000182151794, 0.583774983882904, 0.5957499742507935, 0.598675012588501, 0.6100749969482422, 0.6190000176429749, 0.6262500286102295], 'loss': [1.8484257459640503, 1.6006488800048828, 1.4965078830718994, 1.4226089715957642, 1.367020606994629, 1.3196427822113037, 1.2744522094726562, 1.2383474111557007, 1.2046180963516235, 1.1744053363800049, 1.1463546752929688, 1.1229431629180908, 1.1031023263931274, 1.079100251197815, 1.0565475225448608], 'top_2_accuracy': [0.5629249811172485, 0.6416249871253967, 0.6761000156402588, 0.6993749737739563, 0.7168499827384949, 0.7300999760627747, 0.7439500093460083, 0.7583000063896179, 0.7677749991416931, 0.7736499905586243, 0.7818750143051147, 0.7883999943733215, 0.7940999865531921, 0.8013749718666077, 0.8101500272750854], 'val_accuracy': [0.40619999170303345, 0.43959999084472656, 0.4440999925136566, 0.4577000141143799, 0.46560001373291016, 0.47269999980926514, 0.4749999940395355, 0.4672999978065491, 0.47209998965263367, 0.4699999988079071, 0.48339998722076416, 0.48350000381469727, 0.4781000018119812, 0.4772999882698059, 0.4837000072002411], 'val_loss': [1.6892988681793213, 1.6148699522018433, 1.585394024848938, 1.559079647064209, 1.543108344078064, 1.5233745574951172, 1.5410927534103394, 1.534897804260254, 1.5623630285263062, 1.5896085500717163, 1.5519477128982544, 1.5481418371200562, 1.586254358291626, 1.5948102474212646, 1.6033016443252563], 'val_top_2_accuracy': [0.6151000261306763, 0.642799973487854, 0.6535999774932861, 0.6603999733924866, 0.673799991607666, 0.6783999800682068, 0.6740000247955322, 0.6772000193595886, 0.6766999959945679, 0.6747999787330627, 0.6843000054359436, 0.6873999834060669, 0.6805999875068665, 0.6825000047683716, 0.6865000128746033]}"
2,64,,0.3,0.47029998898506165,0.6744999885559082,"{'accuracy': [0.2607499957084656, 0.31937500834465027, 0.3492250144481659, 0.3659999966621399, 0.3801249861717224, 0.3917999863624573, 0.39957499504089355, 0.4099000096321106, 0.4166249930858612, 0.4222249984741211, 0.42544999718666077, 0.4314500093460083, 0.4342750012874603, 0.4401249885559082, 0.4426000118255615], 'loss': [2.1427993774414062, 1.9026001691818237, 1.8229469060897827, 1.7723478078842163, 1.7339204549789429, 1.7086185216903687, 1.6858564615249634, 1.6568964719772339, 1.6413044929504395, 1.6254277229309082, 1.6135581731796265, 1.595136284828186, 1.5851657390594482, 1.5677002668380737, 1.5643749237060547], 'top_2_accuracy': [0.4392249882221222, 0.5166249871253967, 0.5509499907493591, 0.5688999891281128, 0.582099974155426, 0.595924973487854, 0.6026999950408936, 0.6147000193595886, 0.621999979019165, 0.6250249743461609, 0.6322500109672546, 0.6363000273704529, 0.6416749954223633, 0.6463500261306763, 0.6476250290870667], 'val_accuracy': [0.3580000102519989, 0.4007999897003174, 0.41179999709129333, 0.41940000653266907, 0.43130001425743103, 0.43790000677108765, 0.44279998540878296, 0.43950000405311584, 0.4496000111103058, 0.44429999589920044, 0.45179998874664307, 0.4586000144481659, 0.46619999408721924, 0.46320000290870667, 0.47029998898506165], 'val_loss': [1.8170357942581177, 1.7176424264907837, 1.6845711469650269, 1.6499733924865723, 1.6166993379592896, 1.6121690273284912, 1.5844813585281372, 1.5754857063293457, 1.568985104560852, 1.5509581565856934, 1.5516796112060547, 1.519640326499939, 1.523085594177246, 1.5163593292236328, 1.5060778856277466], 'val_top_2_accuracy': [0.560699999332428, 0.6060000061988831, 0.6164000034332275, 0.625, 0.6463000178337097, 0.6396999955177307, 0.6470999717712402, 0.6524999737739563, 0.6583999991416931, 0.6570000052452087, 0.6660000085830688, 0.6743000149726868, 0.6751000285148621, 0.6761999726295471, 0.6744999885559082]}"
2,64,,0.5,0.41659998893737793,0.6360999941825867,"{'accuracy': [0.1928499937057495, 0.24244999885559082, 0.273499995470047, 0.29477500915527344, 0.30847498774528503, 0.3179999887943268, 0.32587501406669617, 0.3338249921798706, 0.335999995470047, 0.3413250148296356, 0.3488999903202057, 0.3519499897956848, 0.35827499628067017, 0.359250009059906, 0.3642750084400177], 'loss': [2.4045960903167725, 2.0806798934936523, 1.988234519958496, 1.9446583986282349, 1.9100406169891357, 1.8884347677230835, 1.8607089519500732, 1.847736120223999, 1.8351242542266846, 1.8223106861114502, 1.8093442916870117, 1.8047071695327759, 1.7898179292678833, 1.7813414335250854, 1.771626353263855], 'top_2_accuracy': [0.34552499651908875, 0.4253750145435333, 0.47312501072883606, 0.4944249987602234, 0.5098000168800354, 0.5182999968528748, 0.5315750241279602, 0.5407999753952026, 0.5424249768257141, 0.5504249930381775, 0.5578749775886536, 0.5580999851226807, 0.5658000111579895, 0.5702499747276306, 0.572950005531311], 'val_accuracy': [0.2863999903202057, 0.3310999870300293, 0.3483999967575073, 0.3686000108718872, 0.37720000743865967, 0.39149999618530273, 0.388700008392334, 0.4009000062942505, 0.4018000066280365, 0.4106000065803528, 0.4074000120162964, 0.4147999882698059, 0.41359999775886536, 0.4113999903202057, 0.41659998893737793], 'val_loss': [2.0343613624572754, 1.9087363481521606, 1.8542896509170532, 1.815870761871338, 1.7834340333938599, 1.7631796598434448, 1.7483344078063965, 1.7162455320358276, 1.7108395099639893, 1.6928625106811523, 1.693509817123413, 1.673906683921814, 1.6921242475509644, 1.6676925420761108, 1.6596050262451172], 'val_top_2_accuracy': [0.499099999666214, 0.5397999882698059, 0.5626000165939331, 0.5742999911308289, 0.5914000272750854, 0.6007000207901001, 0.6021000146865845, 0.6187999844551086, 0.6172000169754028, 0.6233999729156494, 0.6241999864578247, 0.6291999816894531, 0.6201000213623047, 0.6322000026702881, 0.6360999941825867]}"
2,64,l1,0.0,0.42179998755455017,0.6338000297546387,"{'accuracy': [0.34564998745918274, 0.37132498621940613, 0.39250001311302185, 0.40982499718666077, 0.41429999470710754, 0.4211750030517578, 0.42559999227523804, 0.4262999892234802, 0.42957499623298645, 0.4323999881744385, 0.43392500281333923, 0.43457499146461487, 0.435824990272522, 0.4386500120162964, 0.436724990606308], 'loss': [3.8611176013946533, 2.4590091705322266, 2.2551331520080566, 2.1178958415985107, 2.0504050254821777, 2.0149731636047363, 1.9939664602279663, 1.9780086278915405, 1.9639451503753662, 1.9595175981521606, 1.9560461044311523, 1.9483838081359863, 1.9404544830322266, 1.9357928037643433, 1.9332244396209717], 'top_2_accuracy': [0.5357999801635742, 0.5738750100135803, 0.5972750186920166, 0.6125749945640564, 0.6208000183105469, 0.6237999796867371, 0.6287500262260437, 0.6316499710083008, 0.6354749798774719, 0.6379500031471252, 0.6352999806404114, 0.6388999819755554, 0.6403499841690063, 0.6426249742507935, 0.6394000053405762], 'val_accuracy': [0.3508000075817108, 0.34880000352859497, 0.39149999618530273, 0.4106999933719635, 0.4083999991416931, 0.39469999074935913, 0.40059998631477356, 0.4027000069618225, 0.4223000109195709, 0.4106999933719635, 0.40709999203681946, 0.41620001196861267, 0.41510000824928284, 0.40310001373291016, 0.42179998755455017], 'val_loss': [2.6503360271453857, 2.539412021636963, 2.19238018989563, 2.064042091369629, 2.075268507003784, 2.0605854988098145, 2.0245046615600586, 2.0223584175109863, 1.9646981954574585, 2.040433883666992, 2.0045204162597656, 1.9770947694778442, 2.0154306888580322, 2.032644033432007, 1.9791935682296753], 'val_top_2_accuracy': [0.5631999969482422, 0.5540000200271606, 0.6037999987602234, 0.6154999732971191, 0.6108999848365784, 0.6087999939918518, 0.6093999743461609, 0.6236000061035156, 0.6406000256538391, 0.6144000291824341, 0.6180999875068665, 0.6280999779701233, 0.621399998664856, 0.6111000180244446, 0.6338000297546387]}"
2,64,l1,0.3,0.37779998779296875,0.5788000226020813,"{'accuracy': [0.2560249865055084, 0.2887499928474426, 0.2994999885559082, 0.3087500035762787, 0.3145250082015991, 0.3162499964237213, 0.32317501306533813, 0.32382500171661377, 0.32710000872612, 0.3251250088214874, 0.32727500796318054, 0.32760000228881836, 0.3292999863624573, 0.32912498712539673, 0.33102500438690186], 'loss': [4.183642387390137, 2.5955398082733154, 2.378953695297241, 2.2508862018585205, 2.2036237716674805, 2.1860270500183105, 2.1738643646240234, 2.166008234024048, 2.1656155586242676, 2.155696392059326, 2.149412155151367, 2.1492841243743896, 2.146442413330078, 2.1442337036132812, 2.1410882472991943], 'top_2_accuracy': [0.4383249878883362, 0.4810749888420105, 0.4954249858856201, 0.504925012588501, 0.5114750266075134, 0.5154250264167786, 0.5214250087738037, 0.524150013923645, 0.5229499936103821, 0.5265250205993652, 0.5283250212669373, 0.5261250138282776, 0.5319250226020813, 0.5325499773025513, 0.5337499976158142], 'val_accuracy': [0.33959999680519104, 0.3012999892234802, 0.3643999993801117, 0.33739998936653137, 0.367900013923645, 0.3610999882221222, 0.3506999909877777, 0.3569999933242798, 0.358599990606308, 0.373199999332428, 0.3747999966144562, 0.37700000405311584, 0.38190001249313354, 0.35760000348091125, 0.37779998779296875], 'val_loss': [2.655660390853882, 2.4788975715637207, 2.1911842823028564, 2.1977880001068115, 2.1044397354125977, 2.1026580333709717, 2.0986266136169434, 2.081080675125122, 2.0613412857055664, 2.049961805343628, 2.047525644302368, 2.044694662094116, 2.033963441848755, 2.0990989208221436, 2.031959295272827], 'val_top_2_accuracy': [0.531499981880188, 0.5011000037193298, 0.5691999793052673, 0.5358999967575073, 0.5601000189781189, 0.5740000009536743, 0.5576000213623047, 0.5712000131607056, 0.5792999863624573, 0.5835999846458435, 0.5849000215530396, 0.5952000021934509, 0.5859000086784363, 0.5716000199317932, 0.5788000226020813]}"
2,64,l1,0.5,0.32409998774528503,0.5242999792098999,"{'accuracy': [0.1903499960899353, 0.23070000112056732, 0.2463500052690506, 0.2552250027656555, 0.26475000381469727, 0.26570001244544983, 0.2644500136375427, 0.2683750092983246, 0.27105000615119934, 0.2713499963283539, 0.2734749913215637, 0.27527499198913574, 0.2714749872684479, 0.2778500020503998, 0.27492499351501465], 'loss': [4.754197597503662, 2.6983392238616943, 2.477112054824829, 2.3478879928588867, 2.2943639755249023, 2.2753047943115234, 2.2710204124450684, 2.2649805545806885, 2.261460065841675, 2.2577579021453857, 2.2504584789276123, 2.2498507499694824, 2.2488863468170166, 2.24726939201355, 2.246981143951416], 'top_2_accuracy': [0.3448750078678131, 0.4119499921798706, 0.4338499903678894, 0.4472750127315521, 0.4571000039577484, 0.46092501282691956, 0.460099995136261, 0.4614250063896179, 0.46162500977516174, 0.46722498536109924, 0.46834999322891235, 0.4713500142097473, 0.46582499146461487, 0.47152501344680786, 0.46947500109672546], 'val_accuracy': [0.29980000853538513, 0.30160000920295715, 0.2842000126838684, 0.3174999952316284, 0.2976999878883362, 0.3330000042915344, 0.31310001015663147, 0.33090001344680786, 0.3343000113964081, 0.3285999894142151, 0.32170000672340393, 0.34040001034736633, 0.3001999855041504, 0.32409998774528503, 0.32409998774528503], 'val_loss': [2.788604259490967, 2.4995338916778564, 2.398557662963867, 2.2248997688293457, 2.2543087005615234, 2.1762537956237793, 2.1745479106903076, 2.170276165008545, 2.180844783782959, 2.1692137718200684, 2.1815202236175537, 2.1353039741516113, 2.2624588012695312, 2.1583333015441895, 2.160146713256836], 'val_top_2_accuracy': [0.4862000048160553, 0.503600001335144, 0.48539999127388, 0.5239999890327454, 0.4821999967098236, 0.5167999863624573, 0.5217999815940857, 0.5271999835968018, 0.5311999917030334, 0.521399974822998, 0.5196999907493591, 0.5414000153541565, 0.48820000886917114, 0.527899980545044, 0.5242999792098999]}"
2,64,l2,0.0,0.4968000054359436,0.6959999799728394,"{'accuracy': [0.36465001106262207, 0.4389750063419342, 0.46767500042915344, 0.48922500014305115, 0.5050749778747559, 0.5185999870300293, 0.5281749963760376, 0.5344750285148621, 0.5420250296592712, 0.5451499819755554, 0.5525749921798706, 0.5569000244140625, 0.5618500113487244, 0.5630499720573425, 0.5663999915122986], 'loss': [2.022280216217041, 1.7726521492004395, 1.6713433265686035, 1.6008301973342896, 1.556672215461731, 1.5204681158065796, 1.497677206993103, 1.4753880500793457, 1.458367943763733, 1.4465516805648804, 1.4315805435180664, 1.4215809106826782, 1.4115030765533447, 1.4024546146392822, 1.397141456604004], 'top_2_accuracy': [0.5627750158309937, 0.638450026512146, 0.6689500212669373, 0.6916499733924866, 0.7048249840736389, 0.7157999873161316, 0.7252500057220459, 0.7313249707221985, 0.7377499938011169, 0.7421249747276306, 0.7462000250816345, 0.7486000061035156, 0.751675009727478, 0.756725013256073, 0.7573249936103821], 'val_accuracy': [0.382999986410141, 0.4341000020503998, 0.4440999925136566, 0.44589999318122864, 0.4758000075817108, 0.45320001244544983, 0.4778999984264374, 0.4794999957084656, 0.47450000047683716, 0.47699999809265137, 0.4828000068664551, 0.46619999408721924, 0.48590001463890076, 0.4966000020503998, 0.4968000054359436], 'val_loss': [1.926208734512329, 1.7839767932891846, 1.7696536779403687, 1.7055648565292358, 1.6492105722427368, 1.723608374595642, 1.652173399925232, 1.654551386833191, 1.6509337425231934, 1.6661603450775146, 1.6394150257110596, 1.683245301246643, 1.655595302581787, 1.6223773956298828, 1.6265089511871338], 'val_top_2_accuracy': [0.5949000120162964, 0.6297000050544739, 0.6543999910354614, 0.6593000292778015, 0.675000011920929, 0.657800018787384, 0.6798999905586243, 0.6796000003814697, 0.6801000237464905, 0.6841999888420105, 0.6899999976158142, 0.6693999767303467, 0.6834999918937683, 0.7001000046730042, 0.6959999799728394]}"
2,64,l2,0.3,0.476500004529953,0.683899998664856,"{'accuracy': [0.26317501068115234, 0.32497501373291016, 0.3532249927520752, 0.37380000948905945, 0.3824000060558319, 0.3917500078678131, 0.40142500400543213, 0.4083999991416931, 0.41290000081062317, 0.4184249937534332, 0.42247501015663147, 0.4216499924659729, 0.42579999566078186, 0.4255000054836273, 0.42742499709129333], 'loss': [2.3004956245422363, 2.0491955280303955, 1.9443066120147705, 1.876028299331665, 1.8397538661956787, 1.8047823905944824, 1.779435396194458, 1.7616628408432007, 1.7462213039398193, 1.7336175441741943, 1.7233740091323853, 1.719646692276001, 1.7084304094314575, 1.704681396484375, 1.6941957473754883], 'top_2_accuracy': [0.44392499327659607, 0.5215499997138977, 0.5564500093460083, 0.5796999931335449, 0.5885000228881836, 0.5993000268936157, 0.605650007724762, 0.6157500147819519, 0.621399998664856, 0.6258749961853027, 0.6301249861717224, 0.6283249855041504, 0.6330999732017517, 0.6339750289916992, 0.6363499760627747], 'val_accuracy': [0.36719998717308044, 0.39149999618530273, 0.4133000075817108, 0.41999998688697815, 0.42719998955726624, 0.4300999939441681, 0.44780001044273376, 0.4544000029563904, 0.4553000032901764, 0.4480000138282776, 0.4560999870300293, 0.4514000117778778, 0.45829999446868896, 0.4584999978542328, 0.476500004529953], 'val_loss': [1.9789283275604248, 1.889741063117981, 1.8023220300674438, 1.762136697769165, 1.7305361032485962, 1.7165673971176147, 1.6675900220870972, 1.6625168323516846, 1.6445574760437012, 1.675511360168457, 1.6110514402389526, 1.6436251401901245, 1.6133369207382202, 1.6094310283660889, 1.585708737373352], 'val_top_2_accuracy': [0.5677000284194946, 0.5996999740600586, 0.6265000104904175, 0.6412000060081482, 0.6392999887466431, 0.6416000127792358, 0.6599000096321106, 0.6571000218391418, 0.6639999747276306, 0.656499981880188, 0.675000011920929, 0.6657000184059143, 0.6717000007629395, 0.6747000217437744, 0.683899998664856]}"
2,64,l2,0.5,0.41780000925064087,0.635200023651123,"{'accuracy': [0.1887499988079071, 0.24722500145435333, 0.28632500767707825, 0.30355000495910645, 0.31702500581741333, 0.32850000262260437, 0.3334749937057495, 0.33842501044273376, 0.3452250063419342, 0.3470749855041504, 0.35010001063346863, 0.35569998621940613, 0.3569500148296356, 0.35954999923706055, 0.3601750135421753], 'loss': [2.5643551349639893, 2.222041606903076, 2.093557357788086, 2.0269100666046143, 1.9776027202606201, 1.9461250305175781, 1.9255955219268799, 1.9190590381622314, 1.9000929594039917, 1.8886618614196777, 1.8800523281097412, 1.8752392530441284, 1.8640507459640503, 1.8648271560668945, 1.859755039215088], 'top_2_accuracy': [0.34279999136924744, 0.43470001220703125, 0.4856500029563904, 0.5001749992370605, 0.519599974155426, 0.5318499803543091, 0.541100025177002, 0.5458999872207642, 0.5497999787330627, 0.5562000274658203, 0.5597000122070312, 0.5607749819755554, 0.5631250143051147, 0.5647500157356262, 0.5685499906539917], 'val_accuracy': [0.30300000309944153, 0.3474000096321106, 0.35280001163482666, 0.373199999332428, 0.38359999656677246, 0.391400009393692, 0.38850000500679016, 0.4052000045776367, 0.40529999136924744, 0.41429999470710754, 0.41040000319480896, 0.4122999906539917, 0.41620001196861267, 0.4129999876022339, 0.41780000925064087], 'val_loss': [2.1595747470855713, 2.0327703952789307, 1.9449033737182617, 1.899649977684021, 1.8537107706069946, 1.8421615362167358, 1.8076881170272827, 1.7911103963851929, 1.7966896295547485, 1.7673462629318237, 1.7625552415847778, 1.7586324214935303, 1.7363905906677246, 1.7490234375, 1.7312991619110107], 'val_top_2_accuracy': [0.4878999888896942, 0.5591999888420105, 0.573199987411499, 0.589900016784668, 0.597599983215332, 0.6021000146865845, 0.6065000295639038, 0.6195999979972839, 0.6193000078201294, 0.6261000037193298, 0.621399998664856, 0.6323999762535095, 0.6290000081062317, 0.6323000192642212, 0.635200023651123]}"
2,128,,0.0,0.489300012588501,0.6859999895095825,"{'accuracy': [0.3711499869823456, 0.45350000262260437, 0.4908750057220459, 0.527999997138977, 0.5510500073432922, 0.5723999738693237, 0.5953999757766724, 0.6129249930381775, 0.6312000155448914, 0.6470000147819519, 0.6655750274658203, 0.6750249862670898, 0.6932500004768372, 0.7059999704360962, 0.7188249826431274], 'loss': [1.8398082256317139, 1.5617046356201172, 1.4391272068023682, 1.3487675189971924, 1.2747505903244019, 1.2092009782791138, 1.1465725898742676, 1.0966823101043701, 1.0497478246688843, 1.001007318496704, 0.9535167813301086, 0.9154597520828247, 0.8756068348884583, 0.8392934799194336, 0.8037029504776001], 'top_2_accuracy': [0.5704249739646912, 0.6551499962806702, 0.6933000087738037, 0.7237250208854675, 0.7448750138282776, 0.7629749774932861, 0.78125, 0.7969499826431274, 0.8111000061035156, 0.8222500085830688, 0.8341500163078308, 0.8443499803543091, 0.8567000031471252, 0.8637250065803528, 0.8722000122070312], 'val_accuracy': [0.4025000035762787, 0.4496999979019165, 0.4553999900817871, 0.4832000136375427, 0.4839000105857849, 0.48489999771118164, 0.4918999969959259, 0.49129998683929443, 0.47699999809265137, 0.4860000014305115, 0.4912000000476837, 0.47760000824928284, 0.4921000003814697, 0.4812999963760376, 0.489300012588501], 'val_loss': [1.7253907918930054, 1.5976731777191162, 1.543869972229004, 1.4970417022705078, 1.520853042602539, 1.5218849182128906, 1.5645231008529663, 1.5965179204940796, 1.6085481643676758, 1.6370800733566284, 1.6710015535354614, 1.7207163572311401, 1.7167775630950928, 1.7740027904510498, 1.7741204500198364], 'val_top_2_accuracy': [0.629800021648407, 0.6488000154495239, 0.6638000011444092, 0.6782000064849854, 0.6848000288009644, 0.6868000030517578, 0.6980000138282776, 0.6869000196456909, 0.6794000267982483, 0.682699978351593, 0.6837000250816345, 0.6743999719619751, 0.6898999810218811, 0.6740999817848206, 0.6859999895095825]}"
2,128,,0.3,0.48840001225471497,0.6983000040054321,"{'accuracy': [0.28565001487731934, 0.351749986410141, 0.38017499446868896, 0.3999499976634979, 0.41154998540878296, 0.4235000014305115, 0.43537500500679016, 0.44337499141693115, 0.4494999945163727, 0.4587000012397766, 0.460750013589859, 0.4693000018596649, 0.47372499108314514, 0.4733999967575073, 0.4813250005245209], 'loss': [2.0920355319976807, 1.8315074443817139, 1.7563740015029907, 1.7000257968902588, 1.6599140167236328, 1.6222975254058838, 1.5956593751907349, 1.578904390335083, 1.551888108253479, 1.5319271087646484, 1.5191377401351929, 1.5042914152145386, 1.484750747680664, 1.4709054231643677, 1.4659110307693481], 'top_2_accuracy': [0.4708000123500824, 0.5518749952316284, 0.5808249711990356, 0.6008999943733215, 0.6189500093460083, 0.6324499845504761, 0.6438249945640564, 0.6479499936103821, 0.6572750210762024, 0.6620749831199646, 0.6644750237464905, 0.6714249849319458, 0.6793000102043152, 0.6808000206947327, 0.6821249723434448], 'val_accuracy': [0.3677999973297119, 0.4011000096797943, 0.43369999527931213, 0.4413999915122986, 0.4616999924182892, 0.46560001373291016, 0.46459999680519104, 0.47040000557899475, 0.47859999537467957, 0.48489999771118164, 0.4918999969959259, 0.4828999936580658, 0.4805999994277954, 0.48260000348091125, 0.48840001225471497], 'val_loss': [1.8034937381744385, 1.7036011219024658, 1.6318132877349854, 1.5778112411499023, 1.5479484796524048, 1.5374889373779297, 1.5290225744247437, 1.5083476305007935, 1.4889369010925293, 1.471300721168518, 1.4585514068603516, 1.4589438438415527, 1.461841106414795, 1.468065857887268, 1.4462652206420898], 'val_top_2_accuracy': [0.5806000232696533, 0.6201000213623047, 0.6480000019073486, 0.6536999940872192, 0.6736000180244446, 0.6740000247955322, 0.671999990940094, 0.6789000034332275, 0.6812999844551086, 0.6931999921798706, 0.6970000267028809, 0.6876999735832214, 0.6924999952316284, 0.6876000165939331, 0.6983000040054321]}"
2,128,,0.5,0.44510000944137573,0.6583999991416931,"{'accuracy': [0.22210000455379486, 0.27570000290870667, 0.30254998803138733, 0.32292500138282776, 0.3373500108718872, 0.35179999470710754, 0.3587000072002411, 0.3662000000476837, 0.3716750144958496, 0.37622499465942383, 0.3825249969959259, 0.38317498564720154, 0.3860499858856201, 0.39239999651908875, 0.39364999532699585], 'loss': [2.3389315605163574, 2.013881206512451, 1.9383915662765503, 1.8844348192214966, 1.8482452630996704, 1.8205646276474, 1.7966724634170532, 1.7832833528518677, 1.7698605060577393, 1.756648063659668, 1.741577386856079, 1.7277886867523193, 1.7221239805221558, 1.7054437398910522, 1.7046951055526733], 'top_2_accuracy': [0.39112499356269836, 0.46424999833106995, 0.5, 0.5252000093460083, 0.5388749837875366, 0.5558750033378601, 0.5602499842643738, 0.5677499771118164, 0.5740000009536743, 0.5820500254631042, 0.5871250033378601, 0.594124972820282, 0.59170001745224, 0.5985749959945679, 0.6007750034332275], 'val_accuracy': [0.32589998841285706, 0.3483000099658966, 0.3790999948978424, 0.39809998869895935, 0.40059998631477356, 0.400299996137619, 0.40299999713897705, 0.41440001130104065, 0.4237000048160553, 0.42500001192092896, 0.4332999885082245, 0.424699991941452, 0.4431999921798706, 0.44359999895095825, 0.44510000944137573], 'val_loss': [1.923839807510376, 1.8753405809402466, 1.8124468326568604, 1.7570078372955322, 1.7638903856277466, 1.7031841278076172, 1.7124769687652588, 1.6566689014434814, 1.6515138149261475, 1.6399867534637451, 1.6352758407592773, 1.6323071718215942, 1.6095705032348633, 1.5852092504501343, 1.5805538892745972], 'val_top_2_accuracy': [0.531499981880188, 0.554099977016449, 0.5870000123977661, 0.6037999987602234, 0.6180999875068665, 0.618399977684021, 0.6180999875068665, 0.6322000026702881, 0.6376000046730042, 0.6399000287055969, 0.6401000022888184, 0.6434999704360962, 0.652999997138977, 0.6524999737739563, 0.6583999991416931]}"
2,128,l1,0.0,0.4041999876499176,0.6158000230789185,"{'accuracy': [0.33515000343322754, 0.37402498722076416, 0.3973749876022339, 0.4072999954223633, 0.4074249863624573, 0.41830000281333923, 0.41917499899864197, 0.4231249988079071, 0.428849995136261, 0.4274750053882599, 0.43037500977516174, 0.4312250018119812, 0.4333750009536743, 0.43347498774528503, 0.4347499907016754], 'loss': [5.029896259307861, 2.554720878601074, 2.194331169128418, 2.1271579265594482, 2.1039953231811523, 2.0807299613952637, 2.0718393325805664, 2.061476707458496, 2.050447940826416, 2.044487476348877, 2.038703441619873, 2.0295019149780273, 2.025674819946289, 2.0213613510131836, 2.015397310256958], 'top_2_accuracy': [0.5288249850273132, 0.5763999819755554, 0.6014750003814697, 0.6093249917030334, 0.6146000027656555, 0.6232249736785889, 0.6244750022888184, 0.6281999945640564, 0.6324250102043152, 0.6339750289916992, 0.6359000205993652, 0.6380749940872192, 0.6383500099182129, 0.6395999789237976, 0.6411250233650208], 'val_accuracy': [0.3174999952316284, 0.3549000024795532, 0.37790000438690186, 0.3919999897480011, 0.41749998927116394, 0.4180999994277954, 0.4212000072002411, 0.4198000133037567, 0.4205000102519989, 0.43389999866485596, 0.4122999906539917, 0.4097999930381775, 0.40209999680519104, 0.40790000557899475, 0.4041999876499176], 'val_loss': [3.0748023986816406, 2.361906051635742, 2.2054603099823, 2.123711347579956, 2.0761289596557617, 2.051482677459717, 2.0660195350646973, 2.049588680267334, 2.063448905944824, 2.0352065563201904, 2.0953547954559326, 2.0867252349853516, 2.0708930492401123, 2.0835938453674316, 2.1138954162597656], 'val_top_2_accuracy': [0.5303999781608582, 0.5760999917984009, 0.5842999815940857, 0.6018999814987183, 0.6337000131607056, 0.6402000188827515, 0.6280999779701233, 0.6353999972343445, 0.6279000043869019, 0.6452999711036682, 0.6177999973297119, 0.6200000047683716, 0.6209999918937683, 0.6248000264167786, 0.6158000230789185]}"
